YFR037C_aa_206-250	YEL051W_aa_205-256	YLR277C_aa_490-529	YIL149C_aa_1413-1447	YBR245C_aa_1060-1129	YOR056C_aa_127-221	YFR013W_aa_652-694	YDR171W_aa_159-211	YGR252W_aa_1-75	YDR273W_aa_1-82	YFL023W_aa_154-221										
YKL050C_aa_719-760	YDR171W_aa_159-211	YOR279C_aa_197-226	YFL023W_aa_154-221	YLR189C_aa_103-182	YJL176C_aa_623-668	YGR229C_aa_344-505	YBR081C_aa_553-733	YHL024W_aa_1-88	YAR042W_aa_627-797	YGR130C_aa_1-424										
YDR273W_aa_1-82	YFR013W_aa_652-694	YFL023W_aa_154-221	YGR252W_aa_1-75	YIL010W_aa_1-59	YFL023W_aa_295-643	YPR148C_aa_321-374	YDR176W_aa_96-224	YDR138W_aa_607-752	YIR003W_aa_1-447	YOR042W_aa_1-98										
YFL023W_aa_154-221	YJL176C_aa_623-668	YDR273W_aa_1-82	YHL020C_aa_75-117	YEL051W_aa_205-256	YGR252W_aa_1-75	YLR357W_aa_827-860	YJR015W_aa_1-67	YBR129C_aa_156-205	YPR104C_aa_1-30	YDR171W_aa_159-211										
YBR129C_aa_156-205	YJL176C_aa_623-668	YPL193W_aa_182-222	YDR080W_aa_1-97	YCR017C_aa_225-254	YLR357W_aa_827-860	YAL013W_aa_1-174	YLR189C_aa_103-182	YGL250W_aa_1-41	YHR027C_aa_629-661	YIL154C_aa_97-132										
YJL176C_aa_623-668	YCR017C_aa_225-254	YLR033W_aa_328-383	YPR104C_aa_1-30	YGR252W_aa_1-75	YAL013W_aa_1-174	YLR189C_aa_103-182	YBR129C_aa_156-205	YFL023W_aa_154-221	YKL005C_aa_372-433	YPL216W_aa_933-989										
YHL019C_aa_512-549	YDR068W_aa_242-310	YLR336C_aa_8-309	YHR027C_aa_629-661	YPL193W_aa_182-222	YIL154C_aa_97-132	YBR081C_aa_553-733	YCL043C_aa_491-522	YGL060W_aa_100-135	YGR252W_aa_1-75	YDR176W_aa_96-224										
YGR010W_aa_53-112	YHL020C_aa_75-117	YGL006W_aa_1144-1173	YLR328W_aa_51-134	YOL045W_aa_1-73	YMR174C_aa_38-68	YOR023C_aa_1-64	YFR013W_aa_732-787	YAL009W_aa_1-43	YKR031C_aa_1584-1638	YLR271W_aa_1-38										
YHL020C_aa_75-117	YHR124W_aa_1-38	YLR271W_aa_1-38	YFR013W_aa_732-787	YFL023W_aa_154-221	YBR129C_aa_156-205	YGR010W_aa_53-112	YIL154C_aa_97-132	YJR015W_aa_1-67	YMR091C_aa_39-109	YML082W_aa_169-229										
YLR271W_aa_1-38	YHL020C_aa_75-117	YBR129C_aa_156-205	YMR091C_aa_39-109	YIL154C_aa_97-132	YHR124W_aa_1-38	YPR169W_aa_404-481	YJL176C_aa_623-668	YIL010W_aa_1-59	YKR010C_aa_488-522	YDR365C_aa_48-141										
YHR124W_aa_1-38	YHL020C_aa_75-117	YIL154C_aa_97-132	YJR015W_aa_1-67	YLR336C_aa_8-309	YLR271W_aa_1-38	YFL023W_aa_154-221	YFR013W_aa_732-787	YJL162C_aa_368-406	YMR091C_aa_39-109	YLR357W_aa_827-860										
YJR015W_aa_1-67	YLR189C_aa_103-182	YFL023W_aa_154-221	YHL020C_aa_75-117	YHR124W_aa_1-38	YGL250W_aa_1-41	YKL146W_aa_258-295	YDR490C_aa_1-115	YGR252W_aa_1-75	YOR279C_aa_197-226	YKL160W_aa_85-145										
YGL208W_aa_253-301	YFL013C_aa_471-597	YMR044W_aa_180-296	YML114C_aa_230-272	YAL032C_aa_241-281	YFL004W_aa_558-638	YOL115W_aa_506-584	YAL011W_aa_180-449	YKR008W_aa_1-52	YPL064C_aa_172-301	YIL010W_aa_1-59										
YML114C_aa_230-272	YGL208W_aa_253-301	YML015C_aa_65-116	YKR008W_aa_1-52	YHL020C_aa_75-117	YGR276C_aa_1-53	YKR084C_aa_76-158	YKR086W_aa_68-215	YJL194W_aa_1-54	YOR330C_aa_1043-1148	YAL032C_aa_241-281										
YKR008W_aa_1-52	YMR091C_aa_39-109	YPL064C_aa_172-301	YFL013C_aa_471-597	YNL136W_aa_140-425	YKL143W_aa_278-340	YOR056C_aa_127-221	YDR457W_aa_2233-2333	YIL093C_aa_234-264	YMR044W_aa_180-296	YMR014W_aa_229-513										
YKR084C_aa_76-158	YKR086W_aa_68-215	YOL115W_aa_506-584	YOR076C_aa_188-253	YDR362C_aa_1-150	YMR044W_aa_180-296	YDR273W_aa_1-82	YGL208W_aa_253-301	YLR197W_aa_423-504	YPL074W_aa_139-190	YOR308C_aa_465-515										
YKR086W_aa_68-215	YOL115W_aa_506-584	YLR271W_aa_1-38	YGL150C_aa_126-469	YKR084C_aa_76-158	YLR336C_aa_8-309	YDR362C_aa_1-150	YPL064C_aa_172-301	YCR033W_aa_723-900	YDR365C_aa_48-141	YDL150W_aa_318-351										
YHR164C_aa_54-410	YDR359C_aa_410-645	YOR069W_aa_1-275	YLL021W_aa_121-400	YMR253C_aa_383-414	YNL212W_aa_169-230	YNL082W_aa_364-482	YGR237C_aa_527-597	YLR223C_aa_167-708	YNL273W_aa_1075-1238	YER173W_aa_582-659										
YOR191W_aa_356-405	YJL098W_aa_23-93	YDR162C_aa_71-107	YKL005C_aa_372-433	YGR252W_aa_1-75	YLR283W_aa_283-314	YLR106C_aa_4038-4671	YKR028W_aa_29-94	YMR311C_aa_132-185	YHR012W_aa_185-237	YKL010C_aa_619-714										
YJL162C_aa_368-406	YGR252W_aa_1-75	YDR176W_aa_96-224	YLR336C_aa_8-309	YDR273W_aa_1-82	YPL016W_aa_821-876	YHR124W_aa_1-38	YFR013W_aa_732-787	YDR108W_aa_580-612	YKL168C_aa_266-403	YOL115W_aa_506-584										
YPL016W_aa_821-876	YDR176W_aa_96-224	YLR181C_aa_169-289	YLR283W_aa_283-314	YKL005C_aa_372-433	YMR213W_aa_382-433	YOL023W_aa_427-463	YGR252W_aa_1-75	YDR359C_aa_410-645	YGL060W_aa_100-135	YHR182W_aa_170-202										
YDR207C_aa_1-32	YBR225W_aa_569-608	YCL010C_aa_74-117	YDR207C_aa_93-154	YKR019C_aa_55-138	YNL199C_aa_435-471	YDR077W_aa_1-335	YLR273C_aa_1-55	YKL164C_aa_58-91	YLR116W_aa_318-476	YPR040W_aa_35-64										
YCL010C_aa_74-117	YNL004W_aa_340-370	YKR029C_aa_1-111	YGL049C_aa_1-564	YHR146W_aa_97-465	YNL173C_aa_194-359	YGR162W_aa_1-573	YJL020C_aa_61-911	YPL085W_aa_1408-2049	YOR227W_aa_1188-1228	YDR077W_aa_1-335										
YKR029C_aa_1-111	YCL010C_aa_74-117	YGR238C_aa_478-600	YER083C_aa_38-75	YNL173C_aa_194-359	YFR032C_aa_231-289	YLR356W_aa_109-151	YGL237C_aa_222-265	YPR104C_aa_125-275	YDR207C_aa_93-154	YHR146W_aa_97-465										
YLR095C_aa_617-646	YGL219C_aa_337-408	YCL010C_aa_74-117	YKL088W_aa_218-301	YPR040W_aa_35-64	YHR146W_aa_97-465	YKR008W_aa_1-52	YGL049C_aa_1-564	YER008C_aa_233-640	YJL080C_aa_1-109	YKL197C_aa_933-980										
YER083C_aa_38-75	YOR227W_aa_1188-1228	YGR238C_aa_478-600	YFL023W_aa_154-221	YJL054W_aa_268-360	YJR043C_aa_126-162	YLR051C_aa_1-32	YNL115C_aa_1-57	YFR013W_aa_652-694	YKR029C_aa_1-111	YIL063C_aa_1-201										
YPL249C_aa_852-886	YPL141C_aa_1-34	YER083C_aa_38-75	YBR238C_aa_595-626	YKR072C_aa_1-257	YOL001W_aa_231-293	YDR490C_aa_472-532	YOL148C_aa_225-274	YKL088W_aa_218-301	YDR451C_aa_225-333	YCL010C_aa_74-117										
YLR433C_aa_412-451	YCL010C_aa_74-117	YOR227W_aa_1188-1228	YGR013W_aa_508-544	YLL021W_aa_523-1308	YGL219C_aa_337-408	YJL054W_aa_268-360	YPR091C_aa_508-770	YLR410W_aa_1-184	YER083C_aa_38-75	YFL047W_aa_301-351										
YNL087W_aa_1-52	YOR086C_aa_1-56	YCL010C_aa_74-117	YDR171W_aa_159-211	YJL026W_aa_1-52	YFR013W_aa_652-694	YPR148C_aa_321-374	YER083C_aa_38-75	YLR433C_aa_412-451	YOL027C_aa_421-573	YML080W_aa_389-423										
YOR086C_aa_1-56	YNL087W_aa_1-52	YLL018C_aa_1-61	YDL212W_aa_174-210	YEL051W_aa_205-256	YDR168W_aa_187-228	YER063W_aa_40-128	YJL026W_aa_1-52	YDR002W_aa_1-74	YML075C_aa_1019-1054	YBL024W_aa_415-453										
YJR089W_aa_598-645	YDL223C_aa_544-596	YOL100W_aa_729-775	YJL005W_aa_1927-1960	YGR012W_aa_1-39	YJR066W_aa_1767-1810	YLR256W_aa_1203-1238	YMR190C_aa_1352-1447	YNR017W_aa_1-41	YDR358W_aa_321-439	YDR349C_aa_514-568										
YLL007C_aa_501-555	YNL304W_aa_357-417	YHR124W_aa_1-38	YHR006W_aa_34-106	YKR010C_aa_166-224	YGR239C_aa_1-45	YHR149C_aa_643-693	YKL122C_aa_131-167	YGR202C_aa_1-75	YLR256W_aa_1203-1238	YJR089W_aa_598-645										
YOR025W_aa_1-31	YDR260C_aa_42-76	YOR014W_aa_716-757	YIL159W_aa_144-178	YMR280C_aa_1047-1110	YNL161W_aa_505-558	YDR081C_aa_573-606	YER040W_aa_1-52	YIL038C_aa_788-822	YKL135C_aa_603-726	YGR013W_aa_54-95										
YLR032W_aa_122-167	YER158C_aa_208-271	YDR490C_aa_420-461	YNL278W_aa_1-59	YKR078W_aa_253-295	YPL242C_aa_250-321	YOR134W_aa_1-40	YNL119W_aa_392-433	YOR191W_aa_755-796	YPL249C_aa_852-886	YGR276C_aa_1-53										
YOR076C_aa_1-132	YDR458C_aa_45-311	YNL142W_aa_452-499	YKL096W_aa_151-193	YLR442C_aa_203-541	YOR361C_aa_25-63	YML065W_aa_204-427	YNL173C_aa_194-359	YFL042C_aa_312-387	YML016C_aa_660-692	YFL023W_aa_154-221										
YDR456W_aa_1-52	YDL148C_aa_171-203	YBR055C_aa_36-71	YKR096W_aa_981-1012	YOR370C_aa_566-603	YMR183C_aa_1-34	YNL305C_aa_1-30	YDR501W_aa_1-41	YIL021W_aa_268-318	YDR483W_aa_1-100	YCR065W_aa_1-103										
YDR501W_aa_1-41	YDR456W_aa_1-52	YIL015W_aa_1-31	YGR067C_aa_107-173	YPL123C_aa_1-31	YDL239C_aa_1-31	YNL305C_aa_1-30	YGL006W_aa_1144-1173	YLR183C_aa_1-43	YBR250W_aa_1-47	YHR202W_aa_1-34										
YCL051W_aa_1-35	YPR105C_aa_540-595	YMR176W_aa_32-110	YOL070C_aa_1-83	YHR206W_aa_191-221	YGL151W_aa_244-283	YOR134W_aa_264-409	YMR166C_aa_1-31	YCL051W_aa_49-125	YDL106C_aa_415-454	YNL305C_aa_1-30										
YNL305C_aa_1-30	YCL010C_aa_74-117	YPR105C_aa_540-595	YMR070W_aa_1-31	YPL085W_aa_96-1059	YGL122C_aa_481-525	YNL049C_aa_1-105	YDL106C_aa_415-454	YPR154W_aa_116-188	YIL159W_aa_593-874	YDR456W_aa_1-52										
YPR105C_aa_540-595	YLR309C_aa_258-322	YBL032W_aa_1-40	YIR006C_aa_366-403	YPL163C_aa_1-55	YOR174W_aa_1-34	YBR212W_aa_77-106	YER169W_aa_766-796	YNL094W_aa_148-184	YKL088W_aa_218-301	YPR091C_aa_508-770										
YBR205W_aa_1-63	YJR061W_aa_1-38	YLR139C_aa_1-31	YPL156C_aa_1-30	YML104C_aa_1-34	YIL014W_aa_1-39	YBL091C-A_aa_134-166	YKR061W_aa_1-46	YPL072W_aa_1-46	YLR308W_aa_1-40	YIL113W_aa_1-46										
YBL091C-A_aa_134-166	YNR028W_aa_1-39	YKR016W_aa_98-135	YNL138W_aa_36-72	YDR483W_aa_1-100	YHL028W_aa_1-35	YHR202W_aa_1-34	YHR042W_aa_1-53	YLR308W_aa_1-40	YAL053W_aa_1-31	YCR069W_aa_1-42										
YKR016W_aa_98-135	YJR043C_aa_126-162	YBR079C_aa_809-964	YBL091C-A_aa_134-166	YDR464W_aa_1200-1330	YPR091C_aa_201-237	YAL032C_aa_241-281	YDR033W_aa_278-320	YOL027C_aa_1-76	YDR464W_aa_653-787	YJR144W_aa_1-69										
YDR483W_aa_1-100	YEL001C_aa_1-36	YPL053C_aa_1-99	YLR362W_aa_84-114	YMR297W_aa_1-40	YDR144C_aa_1-31	YLR300W_aa_1-30	YHR007C_aa_1-46	YBL091C-A_aa_134-166	YKR064W_aa_800-844	YOR191W_aa_798-911										
YPL053C_aa_1-99	YDR483W_aa_1-100	YPR162C_aa_1-45	YOR042W_aa_322-411	YHR119W_aa_566-770	YDR254W_aa_286-373	YML061C_aa_128-188	YOL045W_aa_241-270	YDL231C_aa_1037-1085	YPL126W_aa_794-858	YNL172W_aa_1194-1234										
YKR042W_aa_1-33	YJL116C_aa_1-74	YNL160W_aa_1-41	YHL028W_aa_1-35	YHR007C_aa_1-46	YHR076W_aa_1-59	YMR305C_aa_1-31	YDR144C_aa_1-31	YKL154W_aa_1-35	YAL044C_aa_1-31	YLR142W_aa_1-58										
YMR305C_aa_1-31	YDR232W_aa_1-64	YGR029W_aa_47-76	YLR308W_aa_1-40	YKR042W_aa_1-33	YIL023C_aa_1-47	YNL305C_aa_1-30	YIL155C_aa_1-55	YLR142W_aa_1-58	YGR130C_aa_756-801	YHR007C_aa_1-46										
YLR189C_aa_681-730	YHR202W_aa_1-34	YOL089C_aa_303-351	YEL001C_aa_1-36	YDR483W_aa_1-100	YLR308W_aa_1-40	YOR342C_aa_282-319	YPL236C_aa_168-197	YHL028W_aa_1-35	YIL015W_aa_1-31	YLR362W_aa_84-114										
YOL089C_aa_303-351	YLR189C_aa_681-730	YIL015W_aa_1-31	YLR425W_aa_1123-1171	YHR042W_aa_1-53	YGR130C_aa_756-801	YLR250W_aa_1-34	YOL089C_aa_852-924	YDR483W_aa_1-100	YPL050C_aa_1-37	YBL091C-A_aa_134-166										
YCL048W_aa_406-455	YER113C_aa_1-39	YPL163C_aa_1-55	YHR076W_aa_1-59	YDL132W_aa_710-742	YMR216C_aa_433-528	YMR008C_aa_599-662	YIL015W_aa_1-31	YBR042C_aa_1-40	YOL030W_aa_391-476	YER155C_aa_1664-1925										
YPR122W_aa_980-1018	YDL122W_aa_59-94	YIL144W_aa_1-116	YOL148C_aa_410-464	YDL132W_aa_710-742	YKR066C_aa_1-50	YER176W_aa_996-1028	YPL070W_aa_135-195	YNL272C_aa_166-201	YPR119W_aa_1-212	YDR216W_aa_292-339										
YLR305C_aa_456-518	YHR076W_aa_1-59	YLR371W_aa_502-645	YBL051C_aa_618-668	YPL077C_aa_190-219	YDR351W_aa_1-432	YAL053W_aa_1-31	YJR138W_aa_1-97	YKL064W_aa_445-492	YKL176C_aa_505-565	YER155C_aa_902-957										
